rec;send;queue;id_1;id_2;packet_id
1587281820956;1587281820388;16;0;2;261
1587281821035;1587281820388;15;0;3;114
1587281821168;1587281820388;4;0;10;96
1587281821252;1587281820389;16;0;9;99
1587281821813;1587281821335;15;0;5;109
1587281821893;1587281821335;16;0;2;262
1587281821968;1587281821335;15;0;3;115
1587281822093;1587281821335;4;0;10;97
1587281822174;1587281821334;16;0;9;100
1587281822728;1587281822267;16;0;5;110
1587281822789;1587281822268;15;0;3;116
1587281822869;1587281822267;15;0;2;263
1587281822979;1587281822267;3;0;10;98
1587281823057;1587281822269;16;0;9;101
1587281823673;1587281823138;16;0;5;111
1587281823749;1587281823138;16;0;2;264
1587281823839;1587281823137;15;0;3;117
1587281823976;1587281823138;4;0;10;99
1587281824056;1587281823136;16;0;9;102
1587281824686;1587281824111;16;0;5;112
1587281824772;1587281824111;16;0;2;265
1587281824848;1587281824111;14;0;3;118
1587281824980;1587281824110;4;0;10;100
1587281825061;1587281824112;16;0;9;103
1587281825645;1587281825118;16;0;5;113
1587281825714;1587281825118;16;0;2;266
1587281825806;1587281825118;15;0;3;119
1587281825926;1587281825118;3;0;10;101
1587281825993;1587281825116;16;0;9;104
1587281826544;1587281826037;16;0;5;114
1587281826617;1587281826037;16;0;2;267
1587281826690;1587281826037;15;0;3;120
1587281826805;1587281826036;4;0;10;102
1587281826885;1587281826038;16;0;9;105
1587281827476;1587281826941;16;0;5;115
1587281827551;1587281826941;16;0;2;268
1587281827639;1587281826941;14;0;3;121
1587281827757;1587281826942;4;0;10;103
1587281827836;1587281826939;16;0;9;106
1587281828441;1587281827881;16;0;5;116
1587281828528;1587281827880;16;0;2;269
1587281828597;1587281827881;15;0;3;122
1587281828735;1587281827880;3;0;10;104
1587281828819;1587281827882;16;0;9;107
1587281829400;1587281828857;16;0;5;117
1587281829460;1587281828858;16;0;2;270
1587281829549;1587281828857;14;0;3;123
1587281829664;1587281828858;4;0;10;105
1587281829737;1587281828856;15;0;9;108
1587281830322;1587281829764;15;0;5;118
1587281830393;1587281829763;16;0;2;271
1587281830475;1587281829764;15;0;3;124
1587281830604;1587281829763;4;0;10;106
1587281830669;1587281829766;16;0;9;109
1587281831244;1587281830687;16;0;5;119
1587281831310;1587281830687;16;0;2;272
1587281831388;1587281830687;14;0;3;125
1587281831537;1587281830687;4;0;10;107
1587281831613;1587281830686;16;0;9;110
1587281832143;1587281831629;16;0;5;120
1587281832209;1587281831629;15;0;3;126
1587281832308;1587281831629;15;0;2;273
1587281832447;1587281831629;4;0;10;108
1587281832531;1587281831630;16;0;9;111
1587281833129;1587281832501;16;0;5;121
1587281833186;1587281832501;16;0;2;274
1587281833272;1587281832501;15;0;3;127
1587281833409;1587281832502;4;0;10;109
1587281833475;1587281739316;18;0;9;11
1587281834073;1587281833444;15;0;5;122
1587281834138;1587281833444;16;0;2;275
1587281834195;1587281833445;15;0;3;128
1587281834305;1587281833444;4;0;10;110
1587281834366;1587281834336;15;0;9;114
1587281834944;1587281834336;16;0;5;123
1587281835010;1587281834338;16;0;2;276
1587281835093;1587281834336;15;0;3;129
1587281835230;1587281834339;4;0;10;111
1587281835297;1587281835259;15;0;9;115
1587281835890;1587281835258;16;0;5;124
1587281835988;1587281835258;16;0;2;277
1587281836070;1587281835259;15;0;3;130
1587281836198;1587281835258;4;0;10;112
1587281836270;1587281836222;15;0;9;116
1587281836830;1587281836223;16;0;5;125
1587281836896;1587281836223;16;0;2;278
1587281836992;1587281836223;15;0;3;131
1587281837109;1587281836223;4;0;10;113
1587281837186;1587281837130;15;0;9;117
1587281837675;1587281837129;16;0;5;126
1587281837754;1587281837129;16;0;2;279
1587281837826;1587281837129;15;0;3;132
1587281837936;1587281837128;4;0;10;114
1587281838017;1587281837953;15;0;9;118
1587281838595;1587281837953;16;0;5;127
1587281838655;1587281837953;16;0;2;280
1587281838746;1587281837953;15;0;3;133
1587281838870;1587281837954;4;0;10;115
1587281838948;1587281838849;15;0;9;119
1587281839552;1587281838849;16;0;5;128
1587281839621;1587281838849;16;0;2;281
1587281839729;1587281838849;15;0;3;134
1587281839838;1587281839810;3;0;10;117
1587281839895;1587281839810;15;0;9;120
1587281840477;1587281839811;16;0;5;129
